node	Africa	Caribbean	Central America	Eastern Asia	Europe	Northern America	Oceania	South America	South-eastern Asia	Southern Asia
n329	5.836185152632421e-20	5.322323307054398e-13	3.2128502729179476e-13	7.006893516262422e-13	5.833047748502668e-13	7.247018724535882e-13	6.109881284540815e-14	0.9999999999966697	3.4867272838226077e-13	5.836185152632421e-14
n45	7.267326483970899e-15	6.627456140277821e-08	4.0007010167503206e-08	8.725114349418762e-08	7.263422936943387e-08	9.024122732449178e-08	7.608137998000897e-09	0.9999995852989786	4.3417377738027485e-08	7.2673264839709e-09
KU940227	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KX101066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KX101061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n57	7.031506177752662e-14	6.412399235940935e-07	3.8708807118775925e-07	8.441989717243875e-07	7.027726195461168e-07	8.731295460850624e-07	7.361258564427567e-08	0.9999959875580466	4.2008510350469195e-07	7.031506177752663e-08
KY559017	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KY559006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KY559011	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KY559010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KY559012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KY559007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KY559005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KY693680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KY631492	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
n68	1.4302640121847325e-15	1.3170000915845206e-08	7.874682392757422e-09	1.9109636166685536e-08	1.429495133875463e-08	1.7760177156824605e-08	1.4973383328090658e-09	0.9999999163180847	8.54486350942785e-09	1.4302640121847327e-09
n90	2.1861956722905585e-14	1.9937065104140297e-07	1.203515667785272e-07	2.624735549429232e-07	2.1850204218227244e-07	2.7146844314013376e-07	2.2887204004583064e-08	0.9999987524741023	1.3061045698509457e-07	2.186195672290558e-08
n96	4.128134773772556e-13	3.7646625914877335e-06	4.955698801059488e-05	4.956217121994066e-06	4.125915579769551e-06	5.126065952421583e-06	4.3217294688059004e-07	0.9999291588816057	2.4662823009488477e-06	4.128134773772557e-07
n97	8.074948052736946e-15	7.363968602838157e-08	5.091453742922653e-06	9.694740601119847e-08	8.070607139158478e-08	1.0026977932912901e-07	8.45363411589837e-09	0.9999944922123518	4.824237229383571e-08	8.074948052736947e-09
n190	3.315697281727056e-13	3.0237582359279695e-06	0.9999807447091003	3.980808897871082e-06	3.313914836161049e-06	4.117230632193088e-06	3.4711915761859135e-07	2.1599834244231176e-06	1.980905655789568e-06	3.315697281727057e-07
MF801406	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n181	7.297941254949855e-14	6.655375355460349e-07	0.999995761857314	8.761870284102831e-07	7.294018043050338e-07	9.062138287598552e-07	7.640188489851083e-08	4.7541831487386523e-07	4.3600280360998944e-07	7.297941254949854e-08
n187	1.603262487524375e-13	1.4620991420788164e-06	0.9999906893534111	1.9248685973635083e-06	1.6024006090507935e-06	1.990833560548436e-06	1.678449740203878e-07	1.0444320164982712e-06	9.578412802504215e-07	1.6032624875243755e-07
n105	8.189454611255455e-15	7.468393138605108e-08	0.999999252162737	9.832216579257883e-08	8.185052141482263e-08	3.7394167795460186e-07	8.573510620770503e-09	5.334952111841608e-08	4.8926471806310375e-08	8.18945461125545e-09
n115	3.160280361690439e-13	2.882025396035391e-06	0.9999816472632179	3.7942161526373467e-06	3.158581464825192e-06	3.924243915199265e-06	3.3084861607666674e-07	2.0587383641445357e-06	1.8880545207952504e-06	3.1602803616904393e-07
KY606274	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n160	3.8392112088387616e-11	0.00035011780406402033	0.9884495828045942	0.0004967209472910355	0.0003837147333757682	0.009761809779639261	4.0192564263219365e-05	0.0002501022219263564	0.00022936699436560478	3.8392112088387625e-05
MF593625	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
MF801382	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n143	3.838973927235873e-17	3.500961651102797e-10	0.9999999977705877	4.6090521147562546e-10	3.836910179712138e-10	4.76700365154362e-10	4.0190080170640484e-11	2.500867644136338e-10	2.293528183890531e-10	3.8389739272358723e-11
n148	4.451824376620578e-14	4.059852115540469e-07	0.9999974146863805	5.344837174333281e-07	4.449431174242158e-07	5.528003956687798e-07	4.660598951522902e-08	2.900103973585485e-07	2.659665022747848e-07	4.4518243766205785e-08
MF801419	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n124	2.3982737871364483e-13	2.1871116388787864e-06	0.9999860724742022	2.8793550255561764e-06	2.396984528161719e-06	2.9780300979830964e-06	2.5107442145500485e-07	1.5623355171751216e-06	1.4328069499142933e-06	2.3982737871364486e-07
n127	9.817758295781765e-14	8.953328661462534e-07	0.9999942985194108	1.1787149507399733e-06	9.81248050102846e-07	1.2191106923322446e-06	1.0278175900182318e-07	6.395697007911245e-07	5.865448888373516e-07	9.81775829578177e-08
n129	5.734646550603381e-15	5.2297249308871965e-08	0.9999996641071249	6.884986799185989e-08	5.731882527590867e-08	7.407017301313717e-08	6.003580878315145e-09	3.735787812262702e-08	3.426064812565569e-08	5.73464655060338e-09
MF801407	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MF801422	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n165	1.6356989253518358e-14	1.491679630793957e-07	0.9999990500984874	1.9638116157839178e-07	1.6348196097662774e-07	2.031111150471508e-07	1.7124073304726477e-08	1.0655624642145815e-07	9.772198657142354e-08	1.635698925351836e-08
MF801403	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n169	3.94572667365361e-13	3.5983150789828083e-06	0.9999770859314174	4.737218906445559e-06	3.943605538213144e-06	4.899562700297587e-06	4.130767083895068e-07	2.5704108331496167e-06	2.357305754996124e-06	3.9457266736536105e-07
MG494697	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KX906952	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KX262887	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
n175	2.2833420645301826e-11	0.9847712267240409	0.005294081117596711	0.0002741368597627398	0.000228211459030899	0.006017879588677302	2.390422606921379e-05	0.00014874642021313602	0.0032189801611303315	2.283342064530182e-05
MF988734	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KU321639	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
MF783073	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
KY241698	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241740	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241701	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241687	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n378	1.2575794580725606e-17	1.1468526589074075e-10	6.923040305798567e-11	1.5098433515219938e-10	1.2569034111543765e-10	1.5615854606896394e-10	1.316555418162949e-11	8.192396812886564e-11	0.9999999992755858	1.2575794580725607e-11
KY241741	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241735	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241755	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241771	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241719	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241683	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241786	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241748	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241722	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241743	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241699	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241732	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241724	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n432	8.089394824423327e-18	7.377143371569308e-11	4.453253912467272e-11	9.712085320009475e-11	8.085046144579744e-11	1.0044917052762975e-10	8.468758389292449e-12	5.269768995698955e-11	0.9999999995340196	8.089394824423328e-12
KY241674	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241685	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241676	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241678	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n427	6.539877270369197e-17	5.964057052861209e-10	3.60023644208806e-10	7.851742610022029e-10	6.536361576910979e-10	8.12082067224251e-10	6.84657402691806e-11	4.260348669225047e-10	0.9999999962327788	6.539877270369196e-11
KY241756	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241680	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241679	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KX827309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
KY241779	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
n196	6.274950346371216e-17	5.722456298447514e-10	3.4543927929133126e-10	7.533672724051027e-10	6.271577071972926e-10	7.791850578142415e-10	6.569222981652872e-11	0.9999999964192772	3.74885991535722e-10	6.274950346371219e-11
n198	2.3797090802786692e-14	2.1701815096922751e-07	1.3100422222303596e-07	2.857066335137797e-07	2.3784298013859436e-07	2.954977577424669e-07	2.4913088896169022e-08	0.999998642048473	1.421715788783476e-07	2.3797090802786696e-08
n201	1.0967479005528466e-15	1.614457936443829e-08	6.0376542197155925e-09	1.320665639085959e-08	1.2076490326241632e-08	1.3618746430306223e-08	1.1481814392013892e-09	0.9999999301186132	6.552329524032921e-09	1.096747900552847e-09
KU527068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KY014307	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KY785433	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
KU497555	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
